custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
F35Z5V,1,11/9/2009,11/9/2009,11/9/2009,23,17.39130435,8.695652174,40.02,0,1,0,1,Monday,DCX
8E9YT2,1,11/5/2009,11/6/2009,11/21/2009,25,16,8,81.81,0.2,1,0,0,Friday,RIC
W37CGZ,1,11/6/2009,11/7/2009,11/30/2009,24,58.33333333,16.66666667,57.3,0.130434783,1,0,0,Monday,CHO
YWSTKX,1,11/6/2009,11/11/2009,11/11/2009,27,44.44444444,7.407407407,159.26,0,1,0,0,Wednesday,DCX
SVTESP,1,11/5/2009,11/6/2009,11/6/2009,33,3.03030303,0,40.2,0,1,0,0,Friday,RIC
36RSTZ,1,11/6/2009,12/9/2009,12/9/2009,29,89.65517241,10.34482759,19.84,0,1,0,0,Thursday,BWI
89KSEE,1,11/6/2009,11/6/2009,11/6/2009,32,3.125,0,40.2,0,1,0,0,Friday,RIC
TVEFVK,0,11/6/2009,11/6/2009,11/6/2009,30,10,0,39.97,0,1,1,1,Thursday,RIC
QJXT3V,1,11/6/2009,11/6/2009,11/6/2009,37,5.405405405,2.702702703,40.02,0,1,0,0,Friday,DCX
95B7N8,1,11/6/2009,11/21/2009,11/21/2009,35,2.857142857,0,36.05,0,1,0,0,Monday,DCX
HBLG6A,1,11/6/2009,11/6/2009,11/30/2009,30,10,6.666666667,67.1,0.125,1,0,1,Monday,DCX
3WP5ZJ,1,11/6/2009,11/6/2009,11/6/2009,32,9.375,0,40.2,0,1,1,0,Wednesday,RIC
3GT7LZ,1,11/4/2009,12/9/2009,12/9/2009,33,3.03030303,0,49.82,0,1,0,0,Friday,RIC
534TS2,1,11/6/2009,11/6/2009,11/6/2009,33,0,0,40.02,0,1,0,0,Monday,CHO
5AXNKM,1,11/6/2009,11/6/2009,11/6/2009,29,3.448275862,0,61.31,0,1,0,0,Friday,RIC
KWBERC,1,11/6/2009,11/12/2009,11/12/2009,30,3.333333333,0,40.02,0,1,0,0,Thursday,RIC
7PBFKH,1,11/6/2009,11/6/2009,1/15/2010,40,25,7.5,37.35,0.1,1,1,0,Friday,RIC
YD2NCG,1,11/6/2009,12/4/2009,12/4/2009,34,29.41176471,5.882352941,40,0,1,0,1,Tuesday,RIC
HPDV5F,1,11/6/2009,11/6/2009,11/6/2009,26,34.61538462,3.846153846,61.42,0,1,0,0,Friday,RIC
DGSQ75,1,11/6/2009,11/6/2009,11/6/2009,31,6.451612903,0,40.02,0,1,0,0,Friday,RIC
43KY5E,1,11/6/2009,11/6/2009,12/11/2009,32,6.25,3.125,50.93,0.057142857,1,0,0,Tuesday,RIC
ZNB9DF,1,11/6/2009,11/6/2009,11/6/2009,32,3.125,0,40.2,0,1,0,0,Friday,RIC
ZZ7G7X,1,11/6/2009,11/6/2009,11/6/2009,26,34.61538462,11.53846154,61.43,0,1,0,0,Friday,RIC
KMYU65,1,11/6/2009,11/6/2009,11/6/2009,34,2.941176471,0,40.02,0,1,0,0,Tuesday,RIC
32VPGL,1,11/6/2009,11/6/2009,11/6/2009,24,50,0,172.28,0,1,0,0,Friday,DCX
44MFWE,1,11/6/2009,11/6/2009,11/6/2009,29,31.03448276,3.448275862,161.26,0,1,0,0,Tuesday,RIC
WYRVPA,1,11/4/2009,11/6/2009,1/12/2010,42,4.761904762,2.380952381,47.52,0.074626866,1,1,0,Tuesday,RIC
GRJWSG,1,11/6/2009,11/6/2009,11/6/2009,32,12.5,3.125,39.97,0,1,0,0,Tuesday,RIC
SK95XD,1,11/6/2009,11/6/2009,11/6/2009,31,0,0,60.4,0,1,0,0,Monday,RIC
MUSNXM,1,11/6/2009,11/6/2009,11/6/2009,33,18.18181818,6.060606061,40.25,0,1,1,0,Friday,RIC
PDPHW6,0,11/6/2009,11/6/2009,11/6/2009,6,66.66666667,0,39.97,0,1,0,0,Tuesday,RIC
68S2A3,1,11/3/2009,11/6/2009,1/18/2010,51,54.90196078,21.56862745,88.42,0.232876712,1,0,1,Saturday,DCX
HVFJGK,1,11/6/2009,11/6/2009,11/6/2009,29,13.79310345,0,40.02,0,1,0,0,Monday,RIC
8JXJMN,0,11/6/2009,11/6/2009,11/6/2009,5,60,0,40.02,0,1,0,0,Monday,RIC
A6JSV7,1,11/6/2009,11/6/2009,11/6/2009,29,27.5862069,0,130.97,0,1,0,0,Monday,DCX
7TUVMQ,1,11/6/2009,11/6/2009,11/6/2009,39,5.128205128,0,40.27,0,1,0,0,Friday,RIC
ZTYDVZ,1,11/6/2009,11/6/2009,11/6/2009,33,0,0,15.63,0,1,0,0,Tuesday,RIC
W4TLJV,0,11/6/2009,11/6/2009,11/6/2009,0,0,0,24.48,0,1,0,0,Saturday,BWI
EGLWMA,1,11/6/2009,1/4/2010,1/12/2010,29,48.27586207,3.448275862,48,0.25,1,0,1,Wednesday,DCX
TU4N43,1,11/6/2009,11/6/2009,11/27/2009,26,34.61538462,23.07692308,52.05,0.19047619,1,0,0,Friday,DCX
864GJK,0,11/6/2009,11/6/2009,11/6/2009,4,0,0,39.97,0,1,0,0,Monday,RIC
F793HH,1,11/7/2009,11/7/2009,11/7/2009,35,0,0,40.02,0,1,0,0,Monday,RIC
KY9QVR,1,11/7/2009,11/7/2009,11/7/2009,30,13.33333333,3.333333333,40.02,0,1,1,0,Tuesday,DCX
2L5LU2,1,11/7/2009,11/7/2009,11/7/2009,30,16.66666667,0,40.25,0,1,0,0,Wednesday,CHO
HNHZ58,1,9/26/2009,11/7/2009,12/8/2009,35,31.42857143,8.571428571,54.05,0.064516129,1,1,0,Tuesday,RIC
Q825NZ,1,11/7/2009,11/7/2009,1/7/2010,29,68.96551724,24.13793103,54.37,0.049180328,1,1,0,Thursday,RIC
KFTGXV,1,11/7/2009,11/7/2009,11/7/2009,33,9.090909091,0,40.02,0,1,1,0,Monday,RIC
BYW83T,1,11/7/2009,11/7/2009,11/7/2009,34,5.882352941,5.882352941,39.97,0,1,1,0,Monday,RIC
5XRCF9,1,11/7/2009,11/7/2009,1/4/2010,34,44.11764706,29.41176471,40.05,0.086206897,1,1,0,Monday,RIC
ADU6E9,1,11/6/2009,11/7/2009,11/7/2009,30,13.33333333,0,78.01,0,1,0,0,Monday,RIC
T5U7V7,1,11/7/2009,11/7/2009,11/7/2009,34,2.941176471,0,40.02,0,1,0,0,Monday,RIC
5TM7SM,1,11/7/2009,11/7/2009,11/7/2009,34,5.882352941,0,44.08,0,1,0,0,Monday,CHO
USC4NR,1,11/7/2009,11/7/2009,11/7/2009,34,32.35294118,5.882352941,50.74,0,1,0,0,Friday,CHO
CWEKPT,1,11/3/2009,11/7/2009,11/7/2009,21,14.28571429,4.761904762,59.5,0,1,1,0,Wednesday,CHO
YXKVV6,1,11/7/2009,11/7/2009,11/7/2009,31,16.12903226,3.225806452,40,0,1,0,1,Monday,DCX
8M3ZED,1,11/6/2009,11/7/2009,11/7/2009,30,0,0,52.06,0,1,0,0,Thursday,DCX
7SU7WH,1,11/7/2009,11/7/2009,11/7/2009,29,17.24137931,0,40.2,0,1,1,0,Monday,RIC
JXTDXN,1,11/7/2009,12/4/2009,12/4/2009,35,22.85714286,2.857142857,104.1,0,1,0,0,Tuesday,DCX
ATRUK5,1,11/7/2009,11/12/2009,11/12/2009,32,9.375,0,40.25,0,1,0,0,Friday,RIC
ZFH9CY,1,11/7/2009,11/13/2009,11/13/2009,33,3.03030303,0,40.2,0,1,0,0,Monday,RIC
99RKUB,1,11/6/2009,11/7/2009,11/7/2009,30,6.666666667,3.333333333,38.57,0,1,0,0,Monday,DCX
U5BHYN,1,11/5/2009,11/7/2009,1/15/2010,29,58.62068966,6.896551724,114.59,0.072463768,1,0,0,Monday,RIC
MZTHK8,1,11/7/2009,11/7/2009,11/7/2009,11,27.27272727,0,39.95,0,1,0,0,Monday,DCX
H4V9M5,1,11/7/2009,11/7/2009,11/7/2009,32,28.125,0,40.02,0,1,0,0,Monday,RIC
KPQHQG,1,11/7/2009,11/7/2009,11/7/2009,26,23.07692308,7.692307692,148.68,0,1,1,0,Tuesday,RIC
UQX47S,1,11/7/2009,11/7/2009,11/7/2009,31,0,0,40.02,0,1,0,0,Tuesday,RIC
KB6ETE,0,11/7/2009,11/7/2009,11/7/2009,22,81.81818182,0,40.02,0,1,1,0,Monday,RIC
7Z5ZPC,1,11/7/2009,11/7/2009,11/7/2009,30,26.66666667,6.666666667,40.02,0,1,1,0,Monday,RIC
U5HHD2,1,11/7/2009,11/7/2009,11/7/2009,27,37.03703704,7.407407407,50.93,0,1,0,0,Monday,DCX
4WYPQD,1,11/6/2009,11/7/2009,11/7/2009,38,0,0,68.33,0,1,0,0,Wednesday,RIC
UW7QPG,1,11/7/2009,11/7/2009,11/7/2009,40,0,0,40.25,0,1,0,0,Monday,RIC
A5WBTS,1,11/7/2009,11/7/2009,1/18/2010,39,12.82051282,2.564102564,51.08,0.083333333,1,1,0,Monday,RIC
5FDVBG,1,11/7/2009,1/10/2010,1/10/2010,29,31.03448276,3.448275862,28.7,0,1,0,0,Monday,CHO
XCDE8C,0,11/7/2009,11/7/2009,11/7/2009,2,0,0,40.02,0,1,0,0,Tuesday,CHO
4YXCE5,1,11/7/2009,11/8/2009,11/8/2009,30,13.33333333,0,66.47,0,1,0,0,Monday,RIC
3SDVPD,1,11/7/2009,11/7/2009,11/7/2009,31,0,0,40.02,0,1,0,0,Monday,CHO
KZ9VPJ,1,11/7/2009,11/7/2009,11/7/2009,29,6.896551724,3.448275862,40.2,0,1,1,0,Wednesday,CHO
5M5EJ3,1,11/7/2009,11/7/2009,11/7/2009,28,35.71428571,14.28571429,40.27,0,1,0,0,Tuesday,RIC
2ACYHG,1,11/7/2009,11/7/2009,11/7/2009,32,0,0,40.02,0,1,0,1,Tuesday,RIC
CM48CW,1,11/7/2009,11/7/2009,11/7/2009,31,3.225806452,0,163.77,0,1,0,0,Tuesday,DCX
BUCFD3,1,11/7/2009,11/7/2009,12/1/2009,29,10.34482759,0,38.46,0.083333333,1,0,0,Tuesday,RIC
BMKPZ9,1,11/6/2009,11/7/2009,11/7/2009,23,82.60869565,13.04347826,40.2,0,1,0,0,Wednesday,CHO
KRVV5U,1,11/7/2009,11/7/2009,11/7/2009,31,6.451612903,0,40.02,0,1,0,0,Monday,RIC
RBYLEK,1,11/7/2009,11/9/2009,11/23/2009,19,52.63157895,26.31578947,32.54,0.142857143,1,0,0,Tuesday,RIC
X8KH8E,1,11/7/2009,11/7/2009,11/7/2009,31,0,0,40.27,0,1,0,0,Tuesday,CHO
CHFDNE,1,11/7/2009,11/7/2009,11/7/2009,31,45.16129032,35.48387097,78.07,0,1,1,0,Monday,CHO
QWX65B,0,11/6/2009,11/12/2009,1/11/2010,8,87.5,50,74.52,0.066666667,1,0,0,Monday,CHO
E4WX5P,1,11/7/2009,11/7/2009,11/7/2009,30,20,0,40.2,0,1,0,0,Thursday,RIC
WHE8JW,1,10/28/2009,11/7/2009,11/7/2009,33,15.15151515,0,40.27,0,1,0,0,Friday,RIC
NWAVXR,1,11/7/2009,11/7/2009,11/7/2009,32,21.875,3.125,40.27,0,1,0,0,Tuesday,RIC
ESU4XP,1,11/7/2009,11/7/2009,11/7/2009,6,100,0,40,0,1,0,0,Monday,DCX
FRNCLC,1,11/7/2009,11/21/2009,11/21/2009,30,6.666666667,3.333333333,40.2,0,1,0,0,Wednesday,CHO
7NRPQ4,1,11/7/2009,11/7/2009,11/7/2009,30,33.33333333,13.33333333,40.99,0,1,0,0,Friday,RIC
TUHW3J,1,11/7/2009,11/7/2009,11/7/2009,39,5.128205128,2.564102564,40.02,0,1,0,0,Thursday,RIC
MKM8CQ,1,11/7/2009,11/7/2009,11/7/2009,26,50,0,40,0,1,0,0,Friday,DCX
7DY2H8,1,10/27/2009,11/7/2009,1/11/2010,42,50,9.523809524,85.76,0.092307692,1,0,0,Monday,DCX
LPWKH7,1,11/7/2009,12/1/2009,12/1/2009,8,37.5,0,164.54,0,1,0,0,Tuesday,RIC
8JREGB,1,11/7/2009,11/7/2009,11/7/2009,28,35.71428571,0,40,0,1,0,0,Monday,DCX
TWTD5Z,1,11/7/2009,11/7/2009,11/7/2009,34,0,0,40.27,0,1,0,0,Tuesday,RIC
5JQHQY,1,11/7/2009,12/6/2009,12/6/2009,31,35.48387097,19.35483871,88.92,0,1,0,0,Friday,DCX
FFBMF9,1,11/30/2009,11/30/2009,11/30/2009,36,19.44444444,2.777777778,51.69,0,1,0,0,Tuesday,DCX
X87EYT,1,11/7/2009,11/7/2009,11/7/2009,14,64.28571429,0,40,0,1,0,0,Friday,DCX
992KVQ,0,11/7/2009,11/7/2009,11/7/2009,13,30.76923077,0,40.2,0,1,1,0,Monday,CHO
L5XA5B,1,11/7/2009,11/7/2009,11/7/2009,37,21.62162162,2.702702703,40.02,0,1,1,0,Monday,RIC
6ZB96H,1,11/7/2009,11/7/2009,11/7/2009,39,0,0,40,0,1,0,0,Friday,DCX
XUJM2D,1,11/7/2009,11/8/2009,11/8/2009,7,28.57142857,14.28571429,69.65,0,1,0,0,Monday,DCX
7GD6BB,1,11/7/2009,11/7/2009,11/7/2009,30,20,0,40,0,1,0,0,Friday,DCX
LBJLEG,0,11/7/2009,11/7/2009,11/7/2009,12,41.66666667,8.333333333,40.27,0,1,0,0,Monday,RIC
8Q7MCS,1,11/7/2009,11/7/2009,11/7/2009,27,44.44444444,3.703703704,40,0,1,0,0,Friday,DCX
3L4HSS,1,11/7/2009,11/7/2009,11/7/2009,31,35.48387097,0,40.02,0,1,0,0,Monday,CHO
6VHN6D,1,11/8/2009,12/6/2009,12/6/2009,35,17.14285714,0,40.02,0,1,0,0,Monday,CHO
58ACK7,1,11/8/2009,11/14/2009,11/14/2009,16,18.75,6.25,40.02,0,1,0,0,Wednesday,RIC
FPGT74,1,11/8/2009,11/12/2009,11/12/2009,29,6.896551724,0,97.3,0,1,0,0,Thursday,DCX
5UGL7P,1,9/28/2009,11/10/2009,12/18/2009,43,4.651162791,2.325581395,60.28,0.105263158,1,0,0,Wednesday,DCX
FRUYS5,1,11/8/2009,11/8/2009,11/8/2009,32,0,0,40.02,0,1,0,0,Monday,RIC
NVV8KP,1,11/8/2009,11/25/2009,11/25/2009,30,33.33333333,13.33333333,34.86,0,1,0,0,Wednesday,RIC
YXL5MZ,1,11/2/2009,11/8/2009,11/8/2009,6,50,0,40,0,1,0,0,Saturday,DCX
9BY44T,1,11/8/2009,12/5/2009,12/5/2009,28,75,14.28571429,38.51,0,1,0,0,Monday,DCX
48WMSF,1,11/8/2009,11/8/2009,1/15/2010,43,18.60465116,13.95348837,37.27,0.088235294,1,1,0,Friday,RIC
ETHDNZ,0,11/8/2009,11/8/2009,11/8/2009,26,30.76923077,0,40.02,0,1,0,0,Monday,RIC
2CCCXF,1,11/6/2009,11/8/2009,1/7/2010,29,58.62068966,3.448275862,50.61,0.033333333,1,0,0,Monday,DCX
2YUM3N,1,11/8/2009,11/8/2009,11/23/2009,29,41.37931034,3.448275862,38.46,0.133333333,1,0,0,Monday,CHO
JEPCNQ,1,11/8/2009,11/8/2009,1/15/2010,37,2.702702703,0,79.74,0.132352941,1,1,0,Friday,RIC
Q59C5V,1,11/8/2009,11/8/2009,11/8/2009,32,25,6.25,40,0,1,1,0,Tuesday,DCX
MAKZRB,1,11/8/2009,11/8/2009,11/16/2009,36,58.33333333,5.555555556,38,0.25,1,0,1,Monday,DCX
3JZTD8,1,11/8/2009,11/8/2009,12/1/2009,37,51.35135135,8.108108108,43.02,0.130434783,1,0,0,Tuesday,DCX
E7V974,1,11/8/2009,11/8/2009,11/8/2009,9,100,33.33333333,40,0,1,0,0,Monday,DCX
8FSDRK,1,11/8/2009,11/8/2009,11/8/2009,31,6.451612903,6.451612903,45.66,0,1,0,0,Wednesday,DCX
44P674,0,11/7/2009,11/10/2009,1/2/2010,6,100,33.33333333,58.55,0.056603774,1,0,0,Tuesday,CHO
U65HQ9,1,11/8/2009,12/19/2009,12/19/2009,28,82.14285714,25,97.15,0,1,0,0,Thursday,DCX
LNVZR8,1,11/10/2009,11/23/2009,12/31/2009,38,7.894736842,2.631578947,71.27,0.052631579,1,0,0,Monday,DCX
YFG7WJ,1,9/30/2009,11/8/2009,11/8/2009,28,21.42857143,3.571428571,57.55,0,1,0,0,Wednesday,RIC
VM8EZK,1,10/27/2009,11/8/2009,1/14/2010,40,10,7.5,42.28,0.149253731,1,1,0,Thursday,DCX
64PLXE,0,11/8/2009,11/8/2009,11/8/2009,4,0,0,40.02,0,1,0,0,Monday,RIC
5DMCVY,1,11/8/2009,11/10/2009,11/10/2009,29,34.48275862,17.24137931,41,0,1,0,0,Thursday,BWI
3WMMSF,1,11/9/2009,11/9/2009,12/9/2009,23,78.26086957,8.695652174,25.4,0.133333333,1,1,0,Wednesday,DCX
D6KSNS,1,10/27/2009,11/11/2009,12/7/2009,31,9.677419355,3.225806452,142.4,0.153846154,1,0,1,Thursday,RIC
D9VQDV,1,11/8/2009,11/8/2009,11/8/2009,24,95.83333333,0,87.33,0,1,0,0,Thursday,BWI
NAGBSJ,1,11/7/2009,11/9/2009,1/18/2010,34,52.94117647,5.882352941,206.29,0.128571429,1,0,1,Monday,DCX
Y3AJYC,1,11/8/2009,11/8/2009,11/8/2009,34,0,0,40.02,0,1,0,0,Tuesday,RIC
HRRGPN,1,11/8/2009,11/8/2009,11/8/2009,31,9.677419355,6.451612903,80.97,0,1,1,0,Monday,DCX
WK4EPP,1,11/8/2009,11/8/2009,11/8/2009,31,0,0,40,0,1,0,0,Friday,DCX
3AZVVC,1,11/8/2009,11/8/2009,11/8/2009,33,6.060606061,0,40.2,0,1,0,0,Monday,CHO
F5QPQG,1,11/8/2009,11/8/2009,11/8/2009,18,11.11111111,0,40.02,0,1,1,0,Wednesday,RIC
CZZCPQ,0,11/8/2009,11/8/2009,11/8/2009,6,0,0,46.49,0,1,0,0,Monday,DCX
YNT74T,1,11/8/2009,11/8/2009,11/8/2009,31,3.225806452,0,53.49,0,1,0,0,Tuesday,DCX
WFTE7N,0,11/8/2009,11/12/2009,11/12/2009,4,100,0,55.08,0,0,0,0,Tuesday,DCX
MDSHHB,0,11/8/2009,11/18/2009,11/18/2009,8,100,0,50.16,0,1,0,0,Saturday,DCX
H9SWA5,1,11/8/2009,11/9/2009,11/9/2009,14,14.28571429,7.142857143,50.48,0,1,0,0,Tuesday,DCX
SLXFDY,0,11/8/2009,11/8/2009,11/8/2009,2,100,50,51.2,0,1,0,0,Tuesday,DCX
WKDQJZ,1,11/9/2009,11/9/2009,1/19/2010,25,88,32,49.71,0.028169014,1,0,0,Monday,CHO
5KCY5L,1,11/9/2009,11/9/2009,1/14/2010,29,72.4137931,34.48275862,58.91,0.106060606,1,1,1,Wednesday,RIC
9UC4DG,1,11/9/2009,11/10/2009,11/10/2009,32,9.375,9.375,52.03,0,1,0,0,Friday,RIC
MQF6FM,1,11/9/2009,11/9/2009,11/9/2009,31,6.451612903,3.225806452,99.18,0,1,0,0,Monday,DCX
LBA2P5,1,11/9/2009,11/9/2009,1/6/2010,43,2.325581395,2.325581395,49.35,0.068965517,1,1,0,Wednesday,RIC
TWR9KD,0,10/23/2009,11/9/2009,11/9/2009,0,0,0,40.02,0,0,0,0,Friday,RIC
EGJCUM,1,11/5/2009,11/9/2009,11/9/2009,32,6.25,0,40.02,0,1,0,0,Thursday,RIC
4P49JN,1,11/9/2009,11/9/2009,11/9/2009,29,20.68965517,0,46.13,0,1,1,0,Monday,CHO
Q29GSK,1,11/8/2009,11/9/2009,12/26/2009,32,21.875,3.125,64.8,0.042553191,1,0,1,Monday,DCX
MH3NMZ,1,11/8/2009,11/16/2009,11/16/2009,30,0,0,178.81,0,1,0,0,Monday,DCX
6FSQHU,1,1/3/2010,1/3/2010,1/3/2010,28,14.28571429,3.571428571,40,0,1,0,1,Monday,DCX
C84ZLY,1,11/7/2009,1/2/2010,1/2/2010,29,24.13793103,6.896551724,108.7,0,1,0,0,Monday,DCX
F6KQBQ,1,11/9/2009,11/9/2009,11/9/2009,29,0,0,100.97,0,1,0,0,Monday,RIC
UKN4ZP,1,11/9/2009,11/9/2009,11/9/2009,37,10.81081081,2.702702703,40.2,0,1,0,0,Monday,RIC
GGYR5D,1,10/23/2009,11/13/2009,11/13/2009,31,9.677419355,3.225806452,55.65,0,1,0,0,Friday,DCX
2YU7LJ,1,11/9/2009,11/9/2009,12/7/2009,32,15.625,6.25,68.88,0.107142857,1,0,1,Tuesday,DCX
7XHW78,1,11/9/2009,11/9/2009,11/9/2009,30,3.333333333,0,40.02,0,1,0,0,Monday,RIC
332GJJ,1,11/9/2009,11/9/2009,11/9/2009,25,88,4,84.44,0,1,0,0,Tuesday,RIC
NALAPF,1,11/9/2009,11/9/2009,12/15/2009,20,85,65,85.45,0.083333333,1,0,1,Monday,DCX
UTZTXA,1,11/9/2009,11/9/2009,11/9/2009,32,3.125,0,40,0,1,0,0,Friday,DCX
FZP73N,1,11/9/2009,11/9/2009,1/11/2010,31,29.03225806,16.12903226,76.7,0.111111111,1,1,1,Monday,DCX
XXLACL,0,10/6/2009,12/3/2009,12/3/2009,16,6.25,0,152.85,0,1,0,0,Thursday,DCX
9YQ7ND,1,11/9/2009,11/9/2009,11/9/2009,26,46.15384615,0,26.37,0,1,0,0,Monday,DCX
DLFW9Y,1,11/9/2009,11/11/2009,1/12/2010,33,42.42424242,6.060606061,91.96,0.048387097,1,0,0,Tuesday,DCX
2H7AFL,1,11/9/2009,11/11/2009,1/12/2010,29,48.27586207,6.896551724,112.26,0.112903226,1,0,1,Wednesday,DCX
TD4346,1,11/9/2009,11/9/2009,12/9/2009,33,45.45454545,9.090909091,139.87,0.1,1,0,0,Wednesday,RIC
Z6WH8G,1,11/9/2009,11/9/2009,1/14/2010,40,40,10,70.18,0.166666667,1,1,0,Thursday,DCX
VG5TT3,1,11/9/2009,11/9/2009,12/20/2009,34,35.29411765,14.70588235,84.7,0.073170732,1,0,0,Monday,RIC
UEM439,1,11/9/2009,11/17/2009,11/17/2009,37,18.91891892,2.702702703,47.45,0,1,0,1,Monday,DCX
HRQC7Y,1,11/9/2009,11/9/2009,11/30/2009,31,35.48387097,19.35483871,58.72,0.19047619,1,1,0,Monday,CHO
5SXSSH,1,11/9/2009,11/16/2009,11/16/2009,44,18.18181818,0,112.91,0,1,0,0,Tuesday,RIC
5RVQ3F,1,11/9/2009,11/9/2009,11/9/2009,31,25.80645161,0,46.77,0,1,0,0,Tuesday,DCX
54FSHQ,1,11/9/2009,12/21/2009,12/21/2009,36,19.44444444,13.88888889,131.19,0,1,0,0,Monday,RIC
62KN5B,1,10/23/2009,11/9/2009,11/9/2009,26,3.846153846,0,40.02,0,1,0,0,Friday,CHO
5PX5B7,1,11/9/2009,11/9/2009,11/9/2009,30,10,6.666666667,40.25,0,1,1,0,Monday,RIC
K8NVY8,0,11/9/2009,11/9/2009,11/9/2009,1,0,0,40.02,0,1,1,0,Tuesday,RIC
STMWE6,1,11/9/2009,11/12/2009,1/18/2010,29,37.93103448,6.896551724,48.83,0.119402985,1,0,0,Monday,CHO
VWRZXT,1,11/8/2009,11/9/2009,1/19/2010,26,42.30769231,23.07692308,86,0.042253521,1,0,0,Saturday,DCX
E4ZT5Z,0,11/9/2009,11/9/2009,12/30/2009,3,100,33.33333333,45.8,0.039215686,1,1,0,Monday,DCX
JBYSCV,1,11/9/2009,11/9/2009,11/9/2009,28,21.42857143,0,27.7,0,1,1,0,Monday,RIC
3YLZJZ,1,10/14/2009,11/9/2009,11/9/2009,20,5,0,68.86,0,1,0,0,Tuesday,RIC
UP4625,1,11/9/2009,11/9/2009,1/15/2010,34,64.70588235,20.58823529,48.49,0.044776119,1,1,0,Friday,RIC
CFTQ9V,1,9/20/2009,11/9/2009,1/18/2010,25,100,24,118.22,0.042857143,1,1,0,Monday,CHO
BRK4ZF,1,11/9/2009,11/9/2009,1/12/2010,37,59.45945946,16.21621622,87.79,0.125,1,0,0,Tuesday,CHO
LCPQXD,1,11/9/2009,11/9/2009,11/9/2009,28,10.71428571,7.142857143,46.98,0,1,1,1,Wednesday,DCX
Q2JVFD,0,11/7/2009,1/4/2010,1/4/2010,2,100,0,34.74,0,1,0,0,Tuesday,BWI
3NY46D,1,11/9/2009,11/11/2009,12/9/2009,29,20.68965517,3.448275862,36.9,0.071428571,1,0,0,Wednesday,CHO
AXX6G4,1,11/9/2009,11/12/2009,11/12/2009,29,0,0,52.49,0,1,0,0,Thursday,CHO
7XD5KY,1,11/10/2009,11/10/2009,11/10/2009,33,42.42424242,6.060606061,40.02,0,1,1,0,Thursday,CHO
7P99JU,1,11/10/2009,11/10/2009,12/5/2009,21,71.42857143,9.523809524,63.83,0.12,1,0,0,Wednesday,RIC
JC9H9X,1,11/10/2009,11/10/2009,11/10/2009,29,6.896551724,0,40.02,0,1,1,0,Friday,RIC
2SCD7L,1,11/10/2009,11/10/2009,11/10/2009,25,44,0,113.53,0,1,0,0,Wednesday,DCX
2NP4EG,1,11/10/2009,11/10/2009,1/5/2010,30,50,33.33333333,51.3,0.089285714,1,1,0,Tuesday,RIC
DCWSBC,0,11/10/2009,11/13/2009,11/13/2009,2,100,0,44.12,0,1,0,0,Wednesday,RIC
WKVFQE,0,11/10/2009,11/10/2009,11/10/2009,4,75,0,45.41,0,1,1,0,Tuesday,RIC
CC6DY5,1,9/17/2009,11/10/2009,11/10/2009,26,3.846153846,0,69.26,0,1,0,0,Thursday,RIC
B5JQCQ,1,11/10/2009,11/10/2009,11/10/2009,30,20,0,40.02,0,1,0,1,Thursday,RIC
XFH3C9,1,11/10/2009,11/10/2009,11/10/2009,29,10.34482759,3.448275862,40.02,0,1,0,0,Tuesday,RIC
YWSUH2,1,11/10/2009,11/10/2009,11/10/2009,30,30,0,40.02,0,1,0,0,Tuesday,RIC
NBV5BH,1,11/10/2009,11/10/2009,11/10/2009,29,24.13793103,6.896551724,80.03,0,1,0,0,Thursday,BWI
GYNQQH,1,11/2/2009,11/10/2009,1/18/2010,33,27.27272727,6.060606061,39.1,0.028985507,1,0,0,Monday,DCX
U3VJX4,1,11/10/2009,11/10/2009,11/10/2009,21,47.61904762,0,79.65,0,1,0,0,Tuesday,DCX
LLJH2L,1,11/10/2009,11/10/2009,1/5/2010,32,0,0,74.03,0.035714286,1,1,0,Wednesday,RIC
QLGTEQ,1,11/10/2009,11/10/2009,12/9/2009,30,20,10,48.77,0.068965517,1,1,0,Wednesday,RIC
7D5JZ9,1,11/10/2009,11/10/2009,11/10/2009,39,2.564102564,0,40.02,0,1,0,0,Friday,CHO
WSVDR5,1,10/23/2009,11/10/2009,11/10/2009,29,6.896551724,0,108.34,0,1,0,0,Thursday,BWI
HDBLMJ,1,11/10/2009,12/12/2009,12/12/2009,38,23.68421053,13.15789474,25,0,1,1,1,Monday,DCX
BAJLGZ,1,11/8/2009,11/10/2009,11/10/2009,12,100,0,40.18,0,1,0,0,Friday,RIC
STMDXA,1,11/10/2009,11/10/2009,12/10/2009,25,16,8,164.53,0.066666667,1,1,1,Tuesday,DCX
SJSHW2,1,11/10/2009,11/10/2009,1/6/2010,32,6.25,6.25,39.33,0.070175439,1,1,0,Wednesday,RIC
LBGCLD,1,11/10/2009,11/10/2009,11/10/2009,36,5.555555556,0,40.02,0,1,0,0,Tuesday,CHO
3BTWEF,0,11/7/2009,11/10/2009,11/10/2009,23,4.347826087,0,38.24,0,1,0,0,Tuesday,DCX
ENJR4S,1,11/10/2009,11/10/2009,11/10/2009,26,38.46153846,7.692307692,40.02,0,1,0,0,Wednesday,RIC
ABJKGG,1,10/1/2009,11/11/2009,11/11/2009,25,96,24,65.37,0,1,0,0,Wednesday,CHO
